Payment_ID,Tenant_ID,Unit_ID,Ledger_Year,Month_Number,Month_Name,Due_Date,Prior_2022_Balance,Amount_Due,Amount_Paid,Past_Due_Balance,Payment_Date,Days_Past_Due,Is_Late_After_Grace,Payment_Status
PAY-TEN-BLDG_01-1F-006-10,TEN-BLDG_01-1F-006,BLDG_01-1F,2023,10,October,01/10/2023,1410.92,1456.67,1800,2937.6,03/11/2023,33,1,Paid
PAY-TEN-BLDG_01-1F-006-12,TEN-BLDG_01-1F-006,BLDG_01-1F,2023,12,December,01/12/2023,1410.92,1456.67,2000,1850.94,03/01/2024,33,1,Paid
PAY-TEN-BLDG_01-1F-006-08,TEN-BLDG_01-1F-006,BLDG_01-1F,2023,8,August,01/08/2023,1410.92,1456.67,0,4324.26,,33,1,No Payment
PAY-TEN-BLDG_01-1G-007-01,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,1,January,01/01/2023,0,1935.93,1935.93,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-02,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,2,February,01/02/2023,0,1935.93,1935.93,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-03,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,3,March,01/03/2023,0,1935.93,1935.93,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-04,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,4,April,01/04/2023,0,1935.93,1935.93,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-05,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,5,May,01/05/2023,0,1935.93,1935.93,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-06,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,6,June,01/06/2023,0,1935.93,1935.93,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-07,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,7,July,01/07/2023,0,1935.93,1935.93,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-08,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,8,August,01/08/2023,0,1935.93,1935.93,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-09,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,9,September,01/09/2023,0,1935.93,1935.93,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-10,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,10,October,01/10/2023,0,1935.93,1935.93,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-11,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,11,November,01/11/2023,0,1935.93,1935.93,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-1G-007-12,TEN-BLDG_01-1G-007,BLDG_01-1G,2023,12,December,01/12/2023,0,1935.93,1935.93,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-01,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,1,January,01/01/2023,0,3091.56,3091.56,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-02,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,2,February,01/02/2023,0,3091.56,3091.56,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-03,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,3,March,01/03/2023,0,3091.56,3091.56,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-04,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,4,April,01/04/2023,0,3091.56,3091.56,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-05,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,5,May,01/05/2023,0,3091.56,3091.56,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-06,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,6,June,01/06/2023,0,3091.56,3091.56,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-07,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,7,July,01/07/2023,0,3091.56,3100,-8.44,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-08,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,8,August,01/08/2023,0,3091.56,3091.56,-8.44,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-09,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,9,September,01/09/2023,0,3091.56,3091.56,-8.44,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-10,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,10,October,01/10/2023,0,3091.56,3091.56,-8.44,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-11,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,11,November,01/11/2023,0,3091.56,3091.56,-8.44,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-1H-008-12,TEN-BLDG_01-1H-008,BLDG_01-1H,2023,12,December,01/12/2023,0,3091.56,3091.56,-8.44,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-01,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,1,January,01/01/2023,0,3174.93,3174.93,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-02,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,2,February,01/02/2023,0,3174.93,3174.93,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-03,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,3,March,01/03/2023,0,3174.93,3174.93,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-04,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,4,April,01/04/2023,0,3174.93,3174.93,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-05,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,5,May,01/05/2023,0,3174.93,3174.93,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-06,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,6,June,01/06/2023,0,3174.93,3174.93,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-07,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,7,July,01/07/2023,0,3174.93,3174.93,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-08,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,8,August,01/08/2023,0,3174.93,3174.93,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-09,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,9,September,01/09/2023,0,3174.93,3174.93,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-10,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,10,October,01/10/2023,0,3174.93,3174.93,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-11,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,11,November,01/11/2023,0,3174.93,3174.93,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-1J-009-12,TEN-BLDG_01-1J-009,BLDG_01-1J,2023,12,December,01/12/2023,0,3174.93,3174.93,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-01,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,1,January,01/01/2023,0,1767.22,1767.22,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-02,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,2,February,01/02/2023,0,1767.22,1767.22,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-03,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,3,March,01/03/2023,0,1767.22,1767.22,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-04,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,4,April,01/04/2023,0,1767.22,1767.22,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-05,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,5,May,01/05/2023,0,1767.22,1767.22,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-06,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,6,June,01/06/2023,0,1767.22,870,897.22,03/06/2023,2,0,Partial
PAY-TEN-BLDG_01-1K-010-07,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,7,July,01/07/2023,0,1767.22,1767.22,897.22,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-08,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,8,August,01/08/2023,0,1767.22,2100,564.44,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-09,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,9,September,01/09/2023,0,1767.22,1900,431.66,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-10,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,10,October,01/10/2023,0,1767.22,1800,398.88,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-11,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,11,November,01/11/2023,0,1767.22,1860,306.1,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-1K-010-12,TEN-BLDG_01-1K-010,BLDG_01-1K,2023,12,December,01/12/2023,0,1767.22,1767.22,306.1,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-01,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,1,January,01/01/2023,0,868.31,868.31,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-02,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,2,February,01/02/2023,0,868.31,868.31,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-03,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,3,March,01/03/2023,0,868.31,868.31,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-04,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,4,April,01/04/2023,0,868.31,868.31,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-05,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,5,May,01/05/2023,0,868.31,868.31,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-06,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,6,June,01/06/2023,0,868.31,868.31,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-07,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,7,July,01/07/2023,0,868.31,868.31,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-08,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,8,August,01/08/2023,0,868.31,868.31,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-09,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,9,September,01/09/2023,0,868.31,868.31,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-10,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,10,October,01/10/2023,0,868.31,868.31,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-11,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,11,November,01/11/2023,0,868.31,868.31,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-1L-011-12,TEN-BLDG_01-1L-011,BLDG_01-1L,2023,12,December,01/12/2023,0,868.31,868.31,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-01,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,1,January,01/01/2023,0,821.74,821.74,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-02,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,2,February,01/02/2023,0,821.74,821.74,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-03,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,3,March,01/03/2023,0,821.74,821.74,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-04,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,4,April,01/04/2023,0,821.74,821.74,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-05,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,5,May,01/05/2023,0,821.74,821.74,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-06,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,6,June,01/06/2023,0,821.74,821.74,0,03/06/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-07,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,7,July,01/07/2023,0,821.74,821.74,0,03/07/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-08,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,8,August,01/08/2023,0,821.74,821.74,0,03/08/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-09,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,9,September,01/09/2023,0,821.74,821.74,0,03/09/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-10,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,10,October,01/10/2023,0,821.74,821.74,0,03/10/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-11,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,11,November,01/11/2023,0,821.74,821.74,0,03/11/2023,2,0,Paid
PAY-TEN-BLDG_01-1M-012-12,TEN-BLDG_01-1M-012,BLDG_01-1M,2023,12,December,01/12/2023,0,821.74,821.74,0,03/12/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-01,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,1,January,01/01/2023,0,2323.13,2323.13,0,03/01/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-02,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,2,February,01/02/2023,0,2323.13,2323.13,0,03/02/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-03,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,3,March,01/03/2023,0,2323.13,2323.13,0,03/03/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-04,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,4,April,01/04/2023,0,2323.13,2323.13,0,03/04/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-05,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,5,May,01/05/2023,0,2323.13,2323.13,0,03/05/2023,2,0,Paid
PAY-TEN-BLDG_01-2A-013-06,TEN-BLDG_01-2A-013,BLDG_01-2A,2023,6,June,01/06/2023,0,2323.13,2323.13,0,03/06/2023,2,0,Paid
